State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
AR,Plum Point Energy Station,56456,1,2020,Electric Utility,35.6626,-89.9469,"East Texas Electric Cooperative, Inc., Empire District Electric Company, Missouri Joint Municipal Electric Utility Commission, Municipal Energy Agency of Mississippi, Plum Point Energy Associates, Inc.","Plum Point Energy Associates, Inc.",Dry bottom wall-fired boiler,Coal,,3/26/2010,Operating,8000
AR,Thomas Fitzhugh,201,2,2020,Electric Utility,35.4617,-93.8053,Arkansas Electric Cooperative Corporation,Arkansas Electric Cooperative Corporation,Combined cycle,Pipeline Natural Gas,Diesel Oil,12/31/2002,Operating,1750
AR,Union Power Station,55380,CTG-1,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,9/3/2002,Operating,2319
AR,Union Power Station,55380,CTG-2,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,9/6/2002,Operating,2319
AR,Union Power Station,55380,CTG-3,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,11/25/2002,Operating,2319
AR,Union Power Station,55380,CTG-4,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,11/28/2002,Operating,2319
AR,Union Power Station,55380,CTG-5,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,1/28/2003,Operating,2127
AR,Union Power Station,55380,CTG-6,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,2/2/2003,Operating,2124.7
AR,Union Power Station,55380,CTG-7,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,3/3/2003,Operating,2319
AR,Union Power Station,55380,CTG-8,2020,Electric Utility,33.2961,-92.5933,Entergy Corporation,Entergy Corporation,Combined cycle,Pipeline Natural Gas,,3/7/2003,Operating,2321.3
AR,White Bluff,6009,1,2020,Electric Utility,34.4236,-92.1392,"Arkansas Electric Cooperative Corporation, City of Jonesboro, Conway Corporation, Entergy Corporation, West Memphis Utilities",Entergy Corporation,Tangentially-fired,Coal,Residual Oil,8/22/1980,Operating,9901
AR,White Bluff,6009,2,2020,Electric Utility,34.4236,-92.1392,"Arkansas Electric Cooperative Corporation, City of Jonesboro, Conway Corporation, Entergy Corporation, West Memphis Utilities",Entergy Corporation,Tangentially-fired,Coal,Residual Oil,7/23/1981,Operating,10016
AZ,APS Saguaro Power Plant,118,CT3,2020,Electric Utility,32.5517,-111.3,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,3/1/2002,Operating,950
AZ,APS West Phoenix Power Plant,117,CC4,2020,Electric Utility,33.4417,-112.1583,Arizona Public Service Company,Arizona Public Service Company,Combined cycle,Pipeline Natural Gas,,4/12/2001,Operating,1190
AZ,APS West Phoenix Power Plant,117,CC5A,2020,Electric Utility,33.4417,-112.1583,Arizona Public Service Company,Arizona Public Service Company,Combined cycle,Pipeline Natural Gas,,6/13/2003,Operating,2073.5
AZ,APS West Phoenix Power Plant,117,CC5B,2020,Electric Utility,33.4417,-112.1583,Arizona Public Service Company,Arizona Public Service Company,Combined cycle,Pipeline Natural Gas,,6/16/2003,Operating,2073.5
AZ,Agua Fria Generating Station,141,1,2020,Electric Utility,33.5542,-112.2161,Salt River Project,Salt River Project,Dry bottom wall-fired boiler,Pipeline Natural Gas,,1/1/1958,Operating,2000
AZ,Agua Fria Generating Station,141,2,2020,Electric Utility,33.5542,-112.2161,Salt River Project,Salt River Project,Dry bottom wall-fired boiler,Pipeline Natural Gas,,4/1/1957,Operating,2000
AZ,Agua Fria Generating Station,141,3,2020,Electric Utility,33.5542,-112.2161,Salt River Project,Salt River Project,Dry bottom turbo-fired boiler,Pipeline Natural Gas,,4/1/1961,Operating,2350
AZ,Apache Station,160,1,2020,Electric Utility,32.0619,-109.8931,Arizona Electric Power Cooperative,Arizona Electric Power Cooperative,Dry bottom wall-fired boiler,Pipeline Natural Gas,,9/1/1964,Operating,919
AZ,Apache Station,160,2,2020,Electric Utility,32.0619,-109.8931,Arizona Electric Power Cooperative,Arizona Electric Power Cooperative,Dry bottom turbo-fired boiler,Pipeline Natural Gas,,1/1/1979,Operating,1900
AZ,Apache Station,160,3,2020,Electric Utility,32.0619,-109.8931,Arizona Electric Power Cooperative,Arizona Electric Power Cooperative,Dry bottom turbo-fired boiler,Coal,Pipeline Natural Gas,9/1/1979,Operating,1900
AZ,Apache Station,160,4,2020,Electric Utility,32.0619,-109.8931,Arizona Electric Power Cooperative,Arizona Electric Power Cooperative,Combustion turbine,Pipeline Natural Gas,,11/1/2002,Operating,413.1
AZ,Arlington Valley Energy Facility,55282,CTG1,2020,Electric Utility,33.3417,-112.8897,"Arlington Valley, LLC","Arlington Valley, LLC",Combined cycle,Pipeline Natural Gas,,3/19/2002,Operating,2195
AZ,Arlington Valley Energy Facility,55282,CTG2,2020,Electric Utility,33.3417,-112.8897,"Arlington Valley, LLC","Arlington Valley, LLC",Combined cycle,Pipeline Natural Gas,,4/4/2002,Operating,2195
AZ,Black Mountain Generating Station,56482,1,2020,Electric Utility,35.0361,-114.1594,"UNS Electric, Inc.","UNS Electric, Inc.",Combustion turbine,Natural Gas,,4/29/2008,Operating,490
AZ,Black Mountain Generating Station,56482,2,2020,Electric Utility,35.0361,-114.1594,"UNS Electric, Inc.","UNS Electric, Inc.",Combustion turbine,Natural Gas,,5/1/2008,Operating,490
AZ,Cholla,113,1,2020,Electric Utility,34.9394,-110.3033,Arizona Public Service Company,Arizona Public Service Company,Tangentially-fired,Coal,,5/1/1962,Operating,1516
AZ,Cholla,113,3,2020,Electric Utility,34.9394,-110.3033,Arizona Public Service Company,Arizona Public Service Company,Tangentially-fired,Coal,,5/15/1980,Operating,5940
AZ,Cholla,113,4,2020,Electric Utility,34.9394,-110.3033,Pacificorp Energy Generation,Arizona Public Service Company,Tangentially-fired,Coal,,6/5/1981,Operating,6858
AZ,Coolidge Generating Station,56948,CT01,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,1/18/2011,Operating,460
AZ,Coolidge Generating Station,56948,CT02,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,1/11/2011,Operating,460
AZ,Coolidge Generating Station,56948,CT03,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,12/17/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT04,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,12/16/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT05,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,10/5/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT06,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,10/4/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT07,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,10/2/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT08,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,10/3/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT09,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,11/12/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT10,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,11/15/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT11,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,11/14/2010,Operating,460
AZ,Coolidge Generating Station,56948,CT12,2020,Electric Utility,32.9175,-111.5041,"Coolidge Power, LLC","Coolidge Power, LLC",Combustion turbine,Pipeline Natural Gas,,11/17/2010,Operating,460
AZ,Coronado Generating Station,6177,U1B,2020,Electric Utility,34.5778,-109.2717,Salt River Project,Salt River Project,Dry bottom turbo-fired boiler,Coal,Diesel Oil,12/1/1979,Operating,4719
AZ,Coronado Generating Station,6177,U2B,2020,Electric Utility,34.5778,-109.2717,Salt River Project,Salt River Project,Dry bottom turbo-fired boiler,Coal,Diesel Oil,10/1/1980,Operating,4719
AZ,De Moss Petrie Generating Station,124,GT1,2020,Electric Utility,32.2511,-110.9889,Tucson Electric Power Company,Tucson Electric Power Company,Combustion turbine,Natural Gas,,4/30/2001,Operating,1140
AZ,Desert Basin Generating Station,55129,DBG1,2020,Electric Utility,32.9042,-111.7889,Salt River Project,Salt River Project,Combined cycle,Pipeline Natural Gas,,9/15/2001,Operating,2500
AZ,Desert Basin Generating Station,55129,DBG2,2020,Electric Utility,32.9042,-111.7889,Salt River Project,Salt River Project,Combined cycle,Pipeline Natural Gas,,9/15/2001,Operating,2500
AZ,Gila River Power Station,55306,1CTGA,2020,Electric Utility,32.9761,-112.694,"Sundevil Power Holdings, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,1/20/2003,Operating,2270
AZ,Gila River Power Station,55306,1CTGB,2020,Electric Utility,32.9761,-112.694,"Sundevil Power Holdings, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,1/23/2003,Operating,2310
AZ,Gila River Power Station,55306,2CTGA,2020,Electric Utility,32.9761,-112.694,"Sundevil Power Holdings, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,1/20/2003,Operating,2270
AZ,Gila River Power Station,55306,2CTGB,2020,Electric Utility,32.9761,-112.694,"Sundevil Power Holdings, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,5/31/2003,Operating,2350
AZ,Gila River Power Station,55306,3CTGA,2020,Electric Utility,32.9761,-112.694,"Gila River Power, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,1/20/2003,Operating,2625
AZ,Gila River Power Station,55306,3CTGB,2020,Electric Utility,32.9761,-112.694,"Gila River Power, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,6/30/2003,Operating,2650
AZ,Gila River Power Station,55306,4CTGA,2020,Electric Utility,32.9761,-112.694,"Gila River Power, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,1/20/2003,Operating,2334
AZ,Gila River Power Station,55306,4CTGB,2020,Electric Utility,32.9761,-112.694,"Gila River Power, LLC","EthosEnergy Power Plant Services, LLC",Combined cycle,Pipeline Natural Gas,,1/20/2003,Operating,2261
AZ,Griffith Energy Project,55124,P1,2020,Electric Utility,35.0517,-114.1334,"Griffith Energy, LLC","Griffith Energy, LLC",Combined cycle,Pipeline Natural Gas,,4/16/2001,Operating,2506
AZ,Griffith Energy Project,55124,P2,2020,Electric Utility,35.0517,-114.1334,"Griffith Energy, LLC","Griffith Energy, LLC",Combined cycle,Pipeline Natural Gas,,3/8/2001,Operating,2506
AZ,Irvington Generating Station,126,3,2020,Electric Utility,32.16,-110.9047,Tucson Electric Power Company,Tucson Electric Power Company,Tangentially-fired,Natural Gas,Residual Oil,5/1/1962,Operating,1210
AZ,Irvington Generating Station,126,4,2020,Electric Utility,32.16,-110.9047,Tucson Electric Power Company,Tucson Electric Power Company,Dry bottom wall-fired boiler,Natural Gas,Other Gas,5/1/1967,Operating,1750
AZ,Kyrene Generating Station,147,K-7,2020,Electric Utility,33.3544,-111.9364,Salt River Project,Salt River Project,Combined cycle,Pipeline Natural Gas,,3/7/2002,Operating,2310
AZ,Mesquite Generating Station,55481,1,2020,Electric Utility,33.3451,-112.8638,"Mesquite Power, LLC","Mesquite Power Operations, LLC",Combined cycle,Pipeline Natural Gas,,2/11/2003,Operating,2530
AZ,Mesquite Generating Station,55481,2,2020,Electric Utility,33.3451,-112.8638,"Mesquite Power, LLC","Mesquite Power Operations, LLC",Combined cycle,Pipeline Natural Gas,,2/12/2003,Operating,2530
AZ,Mesquite Generating Station,55481,5,2020,Electric Utility,33.3451,-112.8638,"Mesquite Power, LLC","Mesquite Power Operations, LLC",Combined cycle,Pipeline Natural Gas,,8/1/2003,Operating,2370
AZ,Mesquite Generating Station,55481,6,2020,Electric Utility,33.3451,-112.8638,"Mesquite Power, LLC","Mesquite Power Operations, LLC",Combined cycle,Pipeline Natural Gas,,8/1/2003,Operating,2370
AZ,New Harquahala Generating Company,55372,CTG1,2020,Electric Utility,33.4759,-113.1133,"New Harquahala Generating Co., LLC",North American Energy Services,Combined cycle,Pipeline Natural Gas,,5/30/2003,Operating,2531
AZ,New Harquahala Generating Company,55372,CTG2,2020,Electric Utility,33.4759,-113.1133,"New Harquahala Generating Co., LLC",North American Energy Services,Combined cycle,Pipeline Natural Gas,,6/1/2003,Operating,2531
AZ,New Harquahala Generating Company,55372,CTG3,2020,Electric Utility,33.4759,-113.1133,"New Harquahala Generating Co., LLC",North American Energy Services,Combined cycle,Pipeline Natural Gas,,7/31/2003,Operating,2531
AZ,Ocotillo Power Plant,116,GT3,2020,Electric Utility,33.4225,-111.9122,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,4/6/2019,Operating,1000
AZ,Ocotillo Power Plant,116,GT4,2020,Electric Utility,33.4225,-111.9122,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,3/4/2019,Operating,1000
AZ,Ocotillo Power Plant,116,GT5,2020,Electric Utility,33.4225,-111.9122,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,3/13/2019,Operating,1000
AZ,Ocotillo Power Plant,116,GT6,2020,Electric Utility,33.4225,-111.9122,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,2/15/2019,Operating,1000
AZ,Ocotillo Power Plant,116,GT7,2020,Electric Utility,33.4225,-111.9122,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,1/16/2019,Operating,1000
AZ,Redhawk Generating Facility,55455,CC1A,2020,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Combined cycle,Pipeline Natural Gas,,4/25/2002,Operating,2053
AZ,Redhawk Generating Facility,55455,CC1B,2020,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Combined cycle,Pipeline Natural Gas,,4/14/2002,Operating,2053
AZ,Redhawk Generating Facility,55455,CC2A,2020,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Combined cycle,Pipeline Natural Gas,,5/15/2002,Operating,2053
AZ,Redhawk Generating Facility,55455,CC2B,2020,Electric Utility,33.33,-112.84,Arizona Public Service Company,Arizona Public Service Company,Combined cycle,Pipeline Natural Gas,,5/23/2002,Operating,2053
AZ,Santan,8068,5A,2020,Electric Utility,33.3333,-111.751,Salt River Project,Salt River Project,Combined cycle,Pipeline Natural Gas,,11/5/2004,Operating,2530
AZ,Santan,8068,5B,2020,Electric Utility,33.3333,-111.751,Salt River Project,Salt River Project,Combined cycle,Pipeline Natural Gas,,11/1/2004,Operating,2530
AZ,Santan,8068,6A,2020,Electric Utility,33.3333,-111.751,Salt River Project,Salt River Project,Combined cycle,Pipeline Natural Gas,,10/23/2005,Operating,2300
AZ,"South Point Energy Center, LLC",55177,A,2020,Electric Utility,34.8678,-114.5317,Calpine Corporation,Calpine Corporation,Combined cycle,Pipeline Natural Gas,,3/1/2001,Operating,2150
AZ,"South Point Energy Center, LLC",55177,B,2020,Electric Utility,34.8678,-114.5317,Calpine Corporation,Calpine Corporation,Combined cycle,Pipeline Natural Gas,,3/1/2001,Operating,2150
AZ,Springerville Generating Station,8223,1,2020,Electric Utility,34.3186,-109.1636,Tucson Electric Power Company,Tucson Electric Power Company,Tangentially-fired,Coal,,6/1/1985,Operating,4700
AZ,Springerville Generating Station,8223,2,2020,Electric Utility,34.3186,-109.1636,Tucson Electric Power Company,Tucson Electric Power Company,Tangentially-fired,Coal,,6/1/1990,Operating,4700
AZ,Springerville Generating Station,8223,4,2020,Electric Utility,34.3186,-109.1636,Salt River Project,Tucson Electric Power Company,Dry bottom wall-fired boiler,Coal,Diesel Oil,10/3/2009,Operating,5040
AZ,Springerville Generating Station,8223,TS3,2020,Electric Utility,34.3186,-109.1636,Tri-State Generation & Transmission,Tucson Electric Power Company,Dry bottom wall-fired boiler,Coal,Diesel Oil,6/2/2006,Operating,5040
AZ,Sundance Power Plant,55522,CT01,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,5/28/2002,Operating,495
AZ,Sundance Power Plant,55522,CT02,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,5/29/2002,Operating,495
AZ,Sundance Power Plant,55522,CT03,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,5/20/2002,Operating,495
AZ,Sundance Power Plant,55522,CT04,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,5/20/2002,Operating,495
AZ,Sundance Power Plant,55522,CT05,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,5/4/2002,Operating,495
AZ,Sundance Power Plant,55522,CT06,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,5/5/2002,Operating,495
AZ,Sundance Power Plant,55522,CT07,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,6/19/2002,Operating,495
AZ,Sundance Power Plant,55522,CT08,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,6/27/2002,Operating,495
AZ,Sundance Power Plant,55522,CT09,2020,Electric Utility,32.9285,-111.5899,Arizona Public Service Company,Arizona Public Service Company,Combustion turbine,Pipeline Natural Gas,,6/29/2002,Operating,495
